ts,open,high,low,close,volume,vol_ccy,vol_ccy_quote,confirm
2025-05-04 21:46:00,95734.9,95735.0,95722.6,95722.6,0.35561599,34042.537982355,34042.537982355,1
2025-05-04 21:47:00,95722.6,95722.7,95686.5,95686.5,1.30711169,125096.8999916,125096.8999916,1
2025-05-04 21:48:00,95686.3,95715.0,95682.4,95714.9,0.71565182,68482.812418424,68482.812418424,1
2025-05-04 21:49:00,95714.9,95715.3,95714.9,95715.2,0.04681433,4480.839231282,4480.839231282,1
2025-05-04 21:50:00,95715.2,95715.3,95715.2,95715.2,0.05923673,5669.856459359,5669.856459359,1
2025-05-04 21:51:00,95715.2,95715.3,95715.2,95715.2,0.07629892,7302.967084134,7302.967084134,1
2025-05-04 21:52:00,95715.2,95716.1,95715.2,95716.0,0.25092338,24017.287860097,24017.287860097,1
2025-05-04 21:53:00,95716.0,95716.2,95716.0,95716.2,0.05113722,4894.653981513,4894.653981513,1
2025-05-04 21:54:00,95716.3,95725.9,95716.3,95725.9,0.10786743,10325.027751213,10325.027751213,1
2025-05-04 21:55:00,95725.9,95726.0,95725.9,95725.9,0.08835479,8457.841895881,8457.841895881,1
2025-05-04 21:56:00,95725.9,95725.9,95689.5,95690.0,1.33661701,127926.818204285,127926.818204285,1
2025-05-04 21:57:00,95690.0,95692.4,95690.0,95692.3,0.14978726,14333.31788166,14333.31788166,1
2025-05-04 21:58:00,95692.4,95692.4,95668.6,95668.7,0.78777189,75377.151377487,75377.151377487,1
2025-05-04 21:59:00,95668.6,95671.2,95639.7,95671.2,1.96789027,188231.368000609,188231.368000609,1
2025-05-04 22:00:00,95671.3,95684.5,95585.8,95597.7,4.8986919,468493.380628538,468493.380628538,1
2025-05-04 22:01:00,95598.5,95628.4,95585.0,95615.9,7.0311872,672190.93551224,672190.93551224,1
2025-05-04 22:02:00,95616.0,95624.6,95459.0,95459.0,4.07303109,389193.892967354,389193.892967354,1
2025-05-04 22:03:00,95458.9,95469.8,95104.2,95194.0,80.0826344,7623359.518369502,7623359.518369502,1
2025-05-04 22:04:00,95193.9,95257.3,95147.8,95168.0,27.11384105,2580635.876483819,2580635.876483819,1
2025-05-04 22:05:00,95168.0,95222.8,95103.7,95114.1,18.11727277,1723652.419880263,1723652.419880263,1
2025-05-04 22:06:00,95114.1,95198.0,95103.7,95198.0,20.93864567,1991829.952167474,1991829.952167474,1
2025-05-04 22:07:00,95199.9,95313.0,95199.9,95304.1,5.69934362,542999.053848568,542999.053848568,1
2025-05-04 22:08:00,95304.1,95357.9,95266.1,95276.8,10.70695769,1020563.728585916,1020563.728585916,1
2025-05-04 22:09:00,95276.8,95276.8,95162.0,95183.3,32.9612988,3139230.558233014,3139230.558233014,1
2025-05-04 22:10:00,95183.2,95225.9,95156.6,95170.0,6.61704723,629800.999480752,629800.999480752,1
2025-05-04 22:11:00,95170.4,95246.6,95170.4,95230.1,10.90058816,1037817.246266604,1037817.246266604,1
2025-05-04 22:12:00,95230.1,95283.0,95172.0,95247.9,14.66212663,1396421.918677711,1396421.918677711,1
2025-05-04 22:13:00,95247.8,95290.7,95158.1,95172.0,14.88191249,1416591.038254606,1416591.038254606,1
2025-05-04 22:14:00,95172.0,95243.4,95172.0,95220.3,6.0152896,572746.800854708,572746.800854708,1
2025-05-04 22:15:00,95220.3,95254.7,95186.1,95200.0,9.61461498,915416.995908749,915416.995908749,1
2025-05-04 22:16:00,95200.0,95305.6,95186.0,95305.5,10.87813827,1035852.561442165,1035852.561442165,1
2025-05-04 22:17:00,95305.6,95324.1,95298.0,95298.1,1.6033166,152812.677049493,152812.677049493,1
2025-05-04 22:18:00,95298.1,95301.9,95236.0,95262.0,1.50400402,143288.270168531,143288.270168531,1
2025-05-04 22:19:00,95262.1,95290.0,95244.7,95244.7,1.07077176,102006.80986696,102006.80986696,1
2025-05-04 22:20:00,95244.7,95256.0,95200.1,95200.1,1.22983949,117118.411883002,117118.411883002,1
2025-05-04 22:21:00,95200.0,95200.0,95136.0,95157.9,7.60669617,723745.912957911,723745.912957911,1
2025-05-04 22:22:00,95158.0,95259.4,95158.0,95236.6,2.22405269,211769.207612209,211769.207612209,1
2025-05-04 22:23:00,95237.3,95277.9,95209.1,95260.0,1.5632013,148877.882931731,148877.882931731,1
2025-05-04 22:24:00,95259.9,95302.0,95248.1,95282.0,2.78618318,265463.219547927,265463.219547927,1
2025-05-04 22:25:00,95282.0,95313.5,95278.0,95302.1,0.85019915,81019.408688319,81019.408688319,1
2025-05-04 22:26:00,95302.0,95324.0,95296.0,95302.1,1.13283525,107976.051535778,107976.051535778,1
2025-05-04 22:27:00,95307.1,95319.9,95307.1,95307.7,0.85426815,81425.260596663,81425.260596663,1
2025-05-04 22:28:00,95307.7,95318.4,95242.7,95242.8,7.60022512,724297.927605943,724297.927605943,1
2025-05-04 22:29:00,95242.7,95242.8,95200.6,95222.2,1.87707895,178735.80309717,178735.80309717,1
2025-05-04 22:30:00,95222.2,95222.2,95107.7,95172.0,4.4143917,420000.789371657,420000.789371657,1
2025-05-04 22:31:00,95171.9,95171.9,95140.0,95140.0,0.64839917,61698.77691989,61698.77691989,1
2025-05-04 22:32:00,95140.1,95158.4,94900.0,94943.8,92.86212141,8820390.5963835,8820390.5963835,1
2025-05-04 22:33:00,94944.3,94989.8,94900.0,94931.1,62.22400633,5907845.667429859,5907845.667429859,1
2025-05-04 22:34:00,94931.1,94931.1,94757.5,94794.0,89.95646466,8533840.852543084,8533840.852543084,1
2025-05-04 22:35:00,94793.9,94847.9,94758.0,94781.9,5.90891326,560108.793079909,560108.793079909,1
2025-05-04 22:36:00,94781.8,94902.0,94729.4,94847.3,19.27722237,1827700.815338845,1827700.815338845,1
2025-05-04 22:37:00,94847.9,94905.1,94818.7,94903.9,7.48867473,710546.805050898,710546.805050898,1
2025-05-04 22:38:00,94904.8,94936.0,94838.1,94908.0,5.56635335,528192.025092977,528192.025092977,1
2025-05-04 22:39:00,94908.0,94979.7,94908.0,94950.1,2.8066465,266473.952255277,266473.952255277,1
2025-05-04 22:40:00,94950.0,94974.0,94916.8,94958.0,1.61730543,153569.445339037,153569.445339037,1
2025-05-04 22:41:00,94958.0,94974.0,94856.0,94867.9,7.32924931,695530.153946035,695530.153946035,1
2025-05-04 22:42:00,94867.9,94893.4,94816.6,94851.7,4.54863717,431458.931875716,431458.931875716,1
2025-05-04 22:43:00,94853.9,94923.4,94853.2,94885.9,5.81790639,552049.81802864,552049.81802864,1
2025-05-04 22:44:00,94886.0,94921.9,94872.1,94883.6,2.72016882,258130.030335864,258130.030335864,1
2025-05-04 22:45:00,94883.5,94883.5,94820.9,94829.3,2.32652852,220673.423769912,220673.423769912,1
2025-05-04 22:46:00,94830.0,94885.3,94830.0,94852.5,9.69293703,919374.532925237,919374.532925237,1
2025-05-04 22:47:00,94852.5,94864.0,94800.1,94840.1,1.76216759,167112.331210741,167112.331210741,1
2025-05-04 22:48:00,94840.1,94905.9,94826.7,94902.4,1.70261504,161487.18609231,161487.18609231,1
2025-05-04 22:49:00,94902.5,94956.1,94897.2,94954.0,1.68012455,159514.831979276,159514.831979276,1
2025-05-04 22:50:00,94954.0,94999.9,94950.1,94998.7,3.24616539,308293.93368783,308293.93368783,1
2025-05-04 22:51:00,94998.7,95015.4,94968.1,95000.1,4.350594,413320.896278352,413320.896278352,1
2025-05-04 22:52:00,95000.1,95014.6,94996.1,95003.9,0.67160557,63805.22587567,63805.22587567,1
2025-05-04 22:53:00,95003.8,95003.8,94968.0,94977.1,1.53922057,146185.47848244,146185.47848244,1
2025-05-04 22:54:00,94977.0,94977.0,94912.1,94912.1,1.42866999,135627.99801892,135627.99801892,1
2025-05-04 22:55:00,94912.1,94990.0,94906.0,94990.0,1.98062401,188030.184405008,188030.184405008,1
2025-05-04 22:56:00,94989.9,95009.3,94989.9,94998.0,1.57727514,149839.039836061,149839.039836061,1
2025-05-04 22:57:00,94998.1,95024.0,94996.1,95024.0,2.07164301,196826.667480878,196826.667480878,1
2025-05-04 22:58:00,95024.0,95030.0,95000.0,95005.0,1.08107974,102720.164116898,102720.164116898,1
2025-05-04 22:59:00,95004.9,95014.0,95004.9,95012.5,0.99819112,94839.981402404,94839.981402404,1
2025-05-04 23:00:00,95012.5,95012.5,94878.0,94978.0,5.461366,518468.702184562,518468.702184562,1
2025-05-04 23:01:00,94978.1,95011.8,94954.1,94995.5,2.96087645,281237.414042551,281237.414042551,1
2025-05-04 23:02:00,94995.5,95032.1,94987.5,94987.5,3.80013577,361109.161000418,361109.161000418,1
2025-05-04 23:03:00,94987.6,94989.4,94900.2,94908.3,2.98013529,282933.816073489,282933.816073489,1
2025-05-04 23:04:00,94908.2,94919.1,94870.6,94874.9,6.37442927,604920.188506168,604920.188506168,1
2025-05-04 23:05:00,94875.0,94875.0,94782.0,94803.0,17.16442775,1627573.764723998,1627573.764723998,1
2025-05-04 23:06:00,94803.0,94813.8,94588.3,94693.9,68.72212489,6506116.895244202,6506116.895244202,1
2025-05-04 23:07:00,94693.9,94707.3,94655.2,94682.0,3.76548578,356486.846865369,356486.846865369,1
2025-05-04 23:08:00,94682.0,94742.7,94681.9,94724.1,2.77081082,262462.896647967,262462.896647967,1
2025-05-04 23:09:00,94727.2,94774.0,94727.2,94757.9,2.54180966,240842.901443477,240842.901443477,1
2025-05-04 23:10:00,94758.1,94789.2,94757.0,94757.0,3.30747227,313474.629078048,313474.629078048,1
2025-05-04 23:11:00,94757.0,94757.0,94700.9,94720.0,2.86622911,271490.052896048,271490.052896048,1
2025-05-04 23:12:00,94720.0,94748.0,94700.0,94720.7,42.67071963,4041263.543050776,4041263.543050776,1
2025-05-04 23:13:00,94720.7,94766.9,94720.7,94766.9,5.63406661,533762.297899829,533762.297899829,1
2025-05-04 23:14:00,94767.9,94790.0,94766.3,94784.5,1.47952718,140227.189584927,140227.189584927,1
2025-05-04 23:15:00,94786.4,94789.9,94708.0,94720.0,10.17725797,964187.713713558,964187.713713558,1
2025-05-04 23:16:00,94720.0,94778.0,94708.1,94778.0,1.74781129,165596.658820732,165596.658820732,1
2025-05-04 23:17:00,94777.9,94777.9,94726.3,94734.3,0.97440297,92322.784017727,92322.784017727,1
2025-05-04 23:18:00,94736.3,94740.0,94690.3,94692.1,3.74155061,354339.592491875,354339.592491875,1
2025-05-04 23:19:00,94692.0,94706.0,94668.9,94669.0,3.70649011,350922.792243752,350922.792243752,1
2025-05-04 23:20:00,94669.9,94688.0,94604.1,94627.5,6.96124298,658889.200897211,658889.200897211,1
2025-05-04 23:21:00,94627.4,94700.0,94590.7,94680.1,6.4798349,613354.291845909,613354.291845909,1
2025-05-04 23:22:00,94680.1,94718.0,94672.2,94676.0,7.43721871,704214.921239319,704214.921239319,1
2025-05-04 23:23:00,94676.0,94676.1,94557.1,94618.0,6.67198259,631069.876501445,631069.876501445,1
2025-05-04 23:24:00,94618.0,94651.8,94606.0,94628.0,1.74273508,164914.018424026,164914.018424026,1
2025-05-04 23:25:00,94628.0,94628.1,94580.0,94593.7,4.07244337,385276.088954451,385276.088954451,1
2025-05-04 23:26:00,94593.6,94606.2,94555.0,94555.0,1.69489945,160313.651384429,160313.651384429,1
2025-05-04 23:27:00,94555.0,94555.1,94444.0,94452.1,47.18853998,4459072.940634791,4459072.940634791,1
2025-05-04 23:28:00,94452.0,94462.0,94417.9,94443.1,9.94114951,938846.071271111,938846.071271111,1
2025-05-04 23:29:00,94443.0,94450.6,94400.0,94417.9,41.68283412,3935749.477652158,3935749.477652158,1
2025-05-04 23:30:00,94417.9,94417.9,94254.3,94306.1,58.48778557,5515713.785175412,5515713.785175412,1
2025-05-04 23:31:00,94306.0,94332.0,94260.0,94273.3,24.34092115,2295347.820970501,2295347.820970501,1
2025-05-04 23:32:00,94273.3,94348.2,94235.0,94316.6,14.11367369,1330631.099110143,1330631.099110143,1
2025-05-04 23:33:00,94314.4,94343.8,94290.0,94343.8,5.83543207,550381.001272858,550381.001272858,1
2025-05-04 23:34:00,94343.8,94427.7,94336.7,94419.9,2.22744742,210244.645615708,210244.645615708,1
2025-05-04 23:35:00,94419.9,94455.9,94354.0,94365.9,5.61305366,529903.513877893,529903.513877893,1
2025-05-04 23:36:00,94365.9,94512.9,94365.9,94500.0,11.13952158,1052352.244780481,1052352.244780481,1
2025-05-04 23:37:00,94501.7,94516.0,94424.1,94504.0,5.82533111,550314.819825613,550314.819825613,1
2025-05-04 23:38:00,94504.0,94504.0,94427.1,94461.6,2.49995792,236159.395553647,236159.395553647,1
2025-05-04 23:39:00,94461.5,94478.0,94362.1,94397.1,7.88751477,744616.23778824,744616.23778824,1
2025-05-04 23:40:00,94397.2,94406.5,94300.0,94320.0,22.60973255,2132882.69872905,2132882.69872905,1
2025-05-04 23:41:00,94320.0,94339.9,94248.0,94274.0,61.74141565,5821839.233778964,5821839.233778964,1
2025-05-04 23:42:00,94274.0,94310.0,94273.9,94310.0,13.38531089,1262118.308516716,1262118.308516716,1
2025-05-04 23:43:00,94310.0,94310.0,94168.4,94225.9,39.47176802,3718208.533311886,3718208.533311886,1
2025-05-04 23:44:00,94225.9,94252.0,94123.2,94132.0,86.0275481,8102496.950581523,8102496.950581523,1
2025-05-04 23:45:00,94136.0,94186.0,94134.7,94160.0,68.3260925,6433693.419359188,6433693.419359188,1
2025-05-04 23:46:00,94160.0,94210.3,94141.3,94204.1,14.0676295,1324653.844462197,1324653.844462197,1
2025-05-04 23:47:00,94204.0,94219.9,94169.9,94219.9,3.5912528,338253.00614762,338253.00614762,1
2025-05-04 23:48:00,94220.0,94316.8,94200.7,94200.7,19.84046836,1870395.391879003,1870395.391879003,1
2025-05-04 23:49:00,94200.7,94230.0,94200.0,94214.1,2.28893569,215632.223057676,215632.223057676,1
2025-05-04 23:50:00,94214.0,94300.9,94212.1,94298.3,3.55268352,334850.661195378,334850.661195378,1
2025-05-04 23:51:00,94298.3,94316.4,94274.1,94312.5,2.73020294,257467.073833167,257467.073833167,1
2025-05-04 23:52:00,94313.5,94331.7,94306.0,94308.0,1.63635834,154342.171368883,154342.171368883,1
2025-05-04 23:53:00,94308.1,94321.9,94290.0,94290.1,2.54778223,240268.649448428,240268.649448428,1
2025-05-04 23:54:00,94290.1,94330.0,94267.8,94326.6,3.06846214,289359.453930616,289359.453930616,1
2025-05-04 23:55:00,94329.5,94357.9,94318.1,94324.2,2.66679225,251578.620287042,251578.620287042,1
2025-05-04 23:56:00,94324.2,94324.2,94256.0,94256.5,1.3033278,122904.810732177,122904.810732177,1
2025-05-04 23:57:00,94256.5,94265.5,94256.0,94262.3,2.48718002,234439.89842671,234439.89842671,1
2025-05-04 23:58:00,94262.3,94318.7,94262.3,94317.1,3.22592815,304160.686502025,304160.686502025,1
2025-05-04 23:59:00,94317.1,94342.0,94270.1,94273.7,2.43018957,229182.774224704,229182.774224704,1
2025-05-05 00:00:00,94273.8,94273.8,94210.0,94263.9,3.88626187,366259.049533916,366259.049533916,1
2025-05-05 00:01:00,94264.0,94377.9,94252.2,94375.8,6.16028984,581162.599680508,581162.599680508,1
2025-05-05 00:02:00,94375.9,94389.6,94272.0,94281.5,5.96573725,562798.432821393,562798.432821393,1
2025-05-05 00:03:00,94281.6,94281.6,94210.0,94210.1,2.18356103,205783.701064934,205783.701064934,1
2025-05-05 00:04:00,94210.0,94288.0,94200.0,94272.0,3.3052423,311469.318504671,311469.318504671,1
2025-05-05 00:05:00,94272.0,94282.0,94200.0,94282.0,5.09467639,480085.331888297,480085.331888297,1
2025-05-05 00:06:00,94282.0,94346.0,94282.0,94305.2,2.92056296,275451.549956003,275451.549956003,1
2025-05-05 00:07:00,94305.2,94330.0,94275.3,94288.5,5.1626039,486869.295498657,486869.295498657,1
2025-05-05 00:08:00,94288.6,94309.4,94269.3,94302.1,2.99400726,282300.129089292,282300.129089292,1
2025-05-05 00:09:00,94302.2,94389.3,94293.3,94388.4,4.96747586,468625.337370295,468625.337370295,1
2025-05-05 00:10:00,94388.4,94388.4,94307.0,94316.8,1.62380827,153191.207930034,153191.207930034,1
2025-05-05 00:11:00,94317.8,94385.2,94317.8,94384.0,1.65581187,156241.024826602,156241.024826602,1
2025-05-05 00:12:00,94384.0,94425.9,94352.6,94425.9,2.47327384,233479.420209323,233479.420209323,1
2025-05-05 00:13:00,94425.9,94492.7,94414.1,94480.1,9.54304002,901518.713915271,901518.713915271,1
2025-05-05 00:14:00,94480.0,94492.9,94433.4,94433.4,4.97107903,469534.315025798,469534.315025798,1
2025-05-05 00:15:00,94433.4,94479.5,94433.4,94479.4,4.06643547,384052.515715014,384052.515715014,1
2025-05-05 00:16:00,94479.4,94563.3,94461.1,94482.0,8.01406054,757485.135562563,757485.135562563,1
2025-05-05 00:17:00,94482.1,94555.9,94482.0,94526.2,2.88836169,273020.936899892,273020.936899892,1
2025-05-05 00:18:00,94526.2,94548.0,94489.0,94538.9,2.77693428,262449.218305719,262449.218305719,1
2025-05-05 00:19:00,94539.0,94539.0,94458.3,94468.2,3.83231931,362205.153901542,362205.153901542,1
2025-05-05 00:20:00,94468.3,94516.0,94468.3,94499.3,4.42158294,417809.317470308,417809.317470308,1
2025-05-05 00:21:00,94499.3,94517.9,94452.0,94517.9,3.42221454,323329.038754838,323329.038754838,1
2025-05-05 00:22:00,94518.0,94586.0,94518.0,94560.9,4.28581914,405257.697897221,405257.697897221,1
2025-05-05 00:23:00,94563.8,94572.8,94520.0,94572.8,2.10128031,198693.271395578,198693.271395578,1
2025-05-05 00:24:00,94572.8,94584.0,94552.0,94552.1,16.52583659,1562888.810766702,1562888.810766702,1
2025-05-05 00:25:00,94552.1,94574.0,94515.8,94574.0,3.00882296,284447.79806249,284447.79806249,1
2025-05-05 00:26:00,94574.0,94609.3,94574.0,94609.3,3.17624528,300441.051645755,300441.051645755,1
2025-05-05 00:27:00,94609.2,94674.2,94609.2,94674.2,7.61128645,720359.675174565,720359.675174565,1
2025-05-05 00:28:00,94674.2,94724.0,94670.0,94710.0,4.49041391,425249.888474584,425249.888474584,1
2025-05-05 00:29:00,94710.1,94738.1,94695.1,94732.0,2.46914038,233868.508548264,233868.508548264,1
2025-05-05 00:30:00,94732.0,94750.0,94728.0,94736.5,2.25614397,213746.758387909,213746.758387909,1
2025-05-05 00:31:00,94736.5,94767.4,94710.3,94767.4,1.01275006,95940.708677802,95940.708677802,1
2025-05-05 00:32:00,94767.5,94775.9,94725.5,94771.8,2.25654154,213840.002909135,213840.002909135,1
2025-05-05 00:33:00,94771.9,94771.9,94715.3,94715.4,2.2307538,211331.108420131,211331.108420131,1
2025-05-05 00:34:00,94715.4,94733.9,94665.1,94683.3,2.87345418,272098.500342559,272098.500342559,1
2025-05-05 00:35:00,94684.0,94770.6,94684.0,94770.5,1.27689572,120938.415362063,120938.415362063,1
2025-05-05 00:36:00,94770.6,94794.0,94734.0,94734.1,2.13386618,202229.061491359,202229.061491359,1
2025-05-05 00:37:00,94734.0,94757.9,94718.2,94739.8,2.12534083,201339.718581915,201339.718581915,1
2025-05-05 00:38:00,94739.9,94794.0,94739.8,94793.0,1.85294479,175611.124073963,175611.124073963,1
2025-05-05 00:39:00,94793.7,94793.7,94750.0,94750.0,0.87795053,83202.18917221,83202.18917221,1
2025-05-05 00:40:00,94750.0,94800.0,94740.0,94792.0,3.76955351,357250.669029286,357250.669029286,1
2025-05-05 00:41:00,94792.0,94794.0,94766.1,94766.1,0.45942211,43548.486800212,43548.486800212,1
2025-05-05 00:42:00,94766.1,94766.1,94693.9,94693.9,2.46447316,233485.700044867,233485.700044867,1
2025-05-05 00:43:00,94692.8,94692.8,94654.4,94666.0,2.66365091,252165.932581635,252165.932581635,1
2025-05-05 00:44:00,94666.1,94675.0,94656.1,94670.7,0.81706342,77346.511107851,77346.511107851,1
2025-05-05 00:45:00,94670.6,94729.9,94668.9,94678.0,2.05553366,194647.501592742,194647.501592742,1
2025-05-05 00:46:00,94677.9,94735.9,94677.9,94715.1,0.82536232,78174.615229172,78174.615229172,1
2025-05-05 00:47:00,94715.1,94745.7,94715.1,94745.7,1.56877099,148618.207152952,148618.207152952,1
2025-05-05 00:48:00,94745.6,94745.6,94698.9,94704.0,2.04915511,194076.923988581,194076.923988581,1
2025-05-05 00:49:00,94704.1,94722.8,94704.0,94722.8,1.21040193,114643.401692105,114643.401692105,1
2025-05-05 00:50:00,94723.8,94753.3,94723.8,94734.0,2.2480838,212967.291390118,212967.291390118,1
2025-05-05 00:51:00,94734.0,94757.1,94734.0,94754.7,0.63848774,60499.753094777,60499.753094777,1
2025-05-05 00:52:00,94754.8,94763.3,94754.0,94754.0,1.39591159,132273.796650001,132273.796650001,1
2025-05-05 00:53:00,94754.0,94762.0,94720.0,94762.0,1.94386153,184154.509624435,184154.509624435,1
2025-05-05 00:54:00,94762.0,94762.0,94744.0,94744.0,1.76716384,167448.565838333,167448.565838333,1
2025-05-05 00:55:00,94744.0,94754.4,94740.7,94742.1,0.29551664,27999.244595974,27999.244595974,1
2025-05-05 00:56:00,94742.1,94751.6,94718.1,94720.9,0.95633033,90598.174097654,90598.174097654,1
2025-05-05 00:57:00,94720.8,94750.1,94720.8,94737.3,5.39929621,511525.79699489,511525.79699489,1
2025-05-05 00:58:00,94737.4,94750.6,94700.0,94720.1,9.29440471,880475.247138762,880475.247138762,1
2025-05-05 00:59:00,94720.0,94722.0,94714.0,94714.1,0.69821343,66131.875662416,66131.875662416,1
2025-05-05 01:00:00,94714.1,94757.1,94600.0,94603.8,9.01205725,853222.616990085,853222.616990085,1
2025-05-05 01:01:00,94603.8,94710.0,94603.8,94704.0,3.9642622,375364.618126465,375364.618126465,1
